Count,Hole Size,Plated,Hole Shape,Drill Layer Pair,Hole Type
4,2.75mm (108.27mils),NPTH,Round,"L1 (Sig, PWR) - L4 (Sig, PWR)",Mechanical
Total 4,,,,,
